itemId,description
1918,"Or shoulders a lot: she's 17 or 18, a student, works evenings at a restaurant, recycles cans and bottles for cash, and tries to keep her mother Ruthie from returning to streetwalking in Tel Aviv. Ruthie calls Or ""my treasure,"" but Ruthie is a burden. She's just out of hospital, weak, and Or has found her a job as a house cleaner. The call of the quick money on the street is tough for Ruthie to ignore. Or's emotions roil further when the mother of the youth she's in love with comes to the flat to warn her off. With love fading and Ruthie perhaps beyond help, Or's choices narrow."
1093,"The feature-film debut of famed director Louis Malle is an interesting, modern film noir with the classic theme of lovers plotting to kill the husband and make it look like suicide (reminiscent of The Postman Always Rings Twice). Jeanne Moreau gives an astonishing performance, perverse but naive as she leads her young lover down a path that can only lead to doom for both of them."
438,Cube Zero is the third film in the trilogy yet this time instead of a film about people trapped in a deadly cube trying to get out we see it from the eyes of someone who is controlling the cube and the torture of the victims inside. When the nerd can’t stand to see a woman suffer he himself enters the cube to try and save her.
1589,Two feuding brothers and their respective Ceilidh bands compete at a music festival. Set in 1960's Ireland.
540,The star of a team of teenage crime fighters falls for the alluring villainess she must bring to justice.
32078,"One night in the New Orleans slums, vicious hoodlum Blackie and his friends kill an illegal immigrant who won too much in a card game. Next morning, Dr. Clint Reed of the Public Health Service confirms the dead man had pneumonic plague. To prevent a catastrophic epidemic, Clint must find and inoculate the killers and their associates, with the reluctant aid of police captain Tom Warren, despite official skepticism, and in total secrecy, lest panic empty the city. Can a doctor turn detective? He has 48 hours to try..."
158,"Two young men, Martin and Rudi, both suffering from terminal cancer, get to know each other in a hospital room. They drown their desperation in tequila and decide to take one last trip to the sea. Drunk and still in pajamas they steal the first fancy car they find, a 60's Mercedes convertible. The car happens to belong to a bunch of gangsters, which immediately start to chase it, since it contains more than the pistol Martin finds in the glove box."
1772,"This gritty inner-city film by John Sayles follows various people living in a troubled New Jersey setting, most notably Nick Rinaldi (Vincent Spano), a disillusioned contractor who has been helped along his whole life by his wealthy father (Tony Lo Bianco). Other characters in this ensemble drama about urban conflict and corruption include Asteroid , an unstable homeless person, and Wynn (Joe Morton), an idealistic young politician."
187,"Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care."
2029,No overview found.
49225,An elderly artist thinks he has become too stale and is past his prime. His friend (and agent) persuades him to go to an offshore island to try once more. On the island he re-discovers his muse in the form of a young girl.
3875,"A Danish officer, Michael (Thomsen), is sent away to the International Security Assistance Force operation in Afghanistan for three months. His first mission there is to find a young radar technician who had been separated from his squad some days earlier. While on the search, his helicopter is shot down and he is taken as a prisoner of war, but is reported dead to the family."
74948,"In the bourgeois circles of Europe after the Great War, can anything save the modern man? Harry Haller, a solitary intellectual, has all his life feared his dual nature of being human and being a beast. He's decided to die on his 50th birthday, which is soon. He's rescued from his solipsism by the mysterious Hermine, who takes him dancing, introduces him to jazz and to the beautiful and whimsical Maria, and guides him into the hallucinations of the Magic Theater, which seem to take him into Hell. Can humour, sin, and derision lead to salvation?"
